Filename,Src,Tar,Src Pred.,Src Conf.,Tar Pred.,Tar Conf.,Similarity,Src Des,Tar Des
/home/sha/project/adversarial_deepfake/src/Similarity/Samsung TH Vox1/fake/Paul Scheer/BlPusL_Bv6k/1.6/0008000.jpg,Paul Scheer,0008000,Paul Scheer,0.9999825954437256,Paul Scheer,0.9947846531867981,0.594264865,'Paul Scheer wearing a suit and tie' with confidence 99.02%,'Paul Scheer posing for the camera' with confidence 92.91%
/home/sha/project/adversarial_deepfake/src/Similarity/Samsung TH Vox1/fake/Paul Scheer/BlPusL_Bv6k/1.6/0006600.jpg,Paul Scheer,0006600,Paul Scheer,0.9999825954437256,,,0,'Paul Scheer wearing a suit and tie' with confidence 99.02%,'a blurry image of a person' with confidence 89.92%
/home/sha/project/adversarial_deepfake/src/Similarity/Samsung TH Vox1/fake/Paul Scheer/BlPusL_Bv6k/1.6/0006500.jpg,Paul Scheer,0006500,Paul Scheer,0.9999825954437256,Paul Scheer,0.9993919134140015,0.631005943,'Paul Scheer wearing a suit and tie' with confidence 99.02%,'a close up of Paul Scheer smiling for the camera' with confidence 89.64%
/home/sha/project/adversarial_deepfake/src/Similarity/Samsung TH Vox1/fake/Paul Scheer/BlPusL_Bv6k/1.6/0006625.jpg,Paul Scheer,0006625,Paul Scheer,0.9999825954437256,Paul Scheer,0.9940610527992249,0.6009449,'Paul Scheer wearing a suit and tie' with confidence 99.02%,'a close up of Paul Scheer' with confidence 89.24%
/home/sha/project/adversarial_deepfake/src/Similarity/Samsung TH Vox1/fake/Paul Scheer/BlPusL_Bv6k/1.6/0004425.jpg,Paul Scheer,0004425,Paul Scheer,0.9999825954437256,,,0,'Paul Scheer wearing a suit and tie' with confidence 99.02%,'a person standing in front of a crowd' with confidence 78.85%
/home/sha/project/adversarial_deepfake/src/Similarity/Samsung TH Vox1/fake/Paul Scheer/BlPusL_Bv6k/1.6/0007350.jpg,Paul Scheer,0007350,Paul Scheer,0.9999825954437256,Paul Scheer,0.9042156338691711,0.5350632,'Paul Scheer wearing a suit and tie' with confidence 99.02%,'a close up of Paul Scheer' with confidence 87.61%
/home/sha/project/adversarial_deepfake/src/Similarity/Samsung TH Vox1/fake/Paul Scheer/BlPusL_Bv6k/1.6/0006725.jpg,Paul Scheer,0006725,Paul Scheer,0.9999825954437256,Paul Scheer,0.9936144351959229,0.586685359,'Paul Scheer wearing a suit and tie' with confidence 99.02%,'a close up of Paul Scheer smiling for the camera' with confidence 84.60%
/home/sha/project/adversarial_deepfake/src/Similarity/Samsung TH Vox1/fake/Paul Scheer/BlPusL_Bv6k/1.6/0006650.jpg,Paul Scheer,0006650,Paul Scheer,0.9999825954437256,Paul Scheer,0.9856674075126648,0.633438349,'Paul Scheer wearing a suit and tie' with confidence 99.02%,'a close up of Paul Scheer' with confidence 88.28%
/home/sha/project/adversarial_deepfake/src/Similarity/Samsung TH Vox1/fake/Paul Scheer/BlPusL_Bv6k/1.6/0006475.jpg,Paul Scheer,0006475,Paul Scheer,0.9999825954437256,Paul Scheer,0.9799976944923401,0.6402583,'Paul Scheer wearing a suit and tie' with confidence 99.02%,'a close up of Paul Scheer smiling for the camera' with confidence 87.01%
/home/sha/project/adversarial_deepfake/src/Similarity/Samsung TH Vox1/fake/Paul Scheer/BlPusL_Bv6k/1.6/0005550.jpg,Paul Scheer,0005550,Paul Scheer,0.9999825954437256,Paul Scheer,0.9815236926078796,0,'Paul Scheer wearing a suit and tie' with confidence 99.02%,'a close up of Paul Scheer smiling for the camera' with confidence 88.88%
